ResID,GLWD_ID,GRAND_ID,Source,LAKE_NAME,DAM_NAME,LONG_DEG,LAT_DEG,LONG_OUTLE,LAT_OUTLET,VOLUME_Gra,VOL_SRC,COUNTRY,SEC_CNTRY,RIVER,NEAR_CITY,DAM_YEAR,note,X_coord,Y_coord,X_CORRECT,Y_CORRECT,LisfloodX3,LisfloodY3,remap_com
660,39,NA,GLWD,Bratskoye,Bratsk,103.07,54.85,NA,NA,NA,ICOLD_LRs,Russia,,Angara,Bratsk,1964,,101.75,56.25,101.75,56.15,101.775,56.175,remapped
661,35,NA,GLWD,Kariba,Kariba,27.6,-17.23,NA,NA,NA,ICOLD,Zimbabwe,Zambia,Zambezi,Lusaka,1959,,28.75,-16.55,28.75,-16.55,28.775,-16.525,remapped
662,NA,2677,GranD,Itoiz Reservoir,Itoiz Dam,NA,NA,-1.362083,42.80375,586,GranD,Spain,,Irati,Longuida,2003,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-1.35,42.75,-1.375,42.825,remapped
663,NA,2684,GranD,,Yesa,NA,NA,-1.180417,42.61625,446.9,GranD,Spain,,Aragon,Yesa,1959,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-1.15,42.65,-1.175,42.625,remapped
664,NA,2704,GranD,,La Sotonera,NA,NA,-0.66625,42.112083,181.6,GranD,Spain,,Soton,Alcala de Gurrea,1963,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-0.65,42.15,-0.675,42.125,remapped
665,NA,2757,GranD,,Santolea,NA,NA,-0.319583,40.769583,52.5,GranD,Spain,,Guadalope,Castellote,1932,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-0.35,40.75,-0.325,40.775,remapped
666,NA,2850,GranD,,Guadalmena,NA,NA,-2.91375,38.365417,346.5,GranD,Spain,,Guadalmena,Chiclana de Segura de la Sierra,1969,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-2.91375,38.36542,-2.925,38.375,remapped
667,NA,2855,GranD,,Jandula,NA,NA,-3.974583,38.22875,322,GranD,Spain,,Jandula,Andujar,1932,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-3.95,38.25,-3.975,38.225,remapped
668,NA,2864,GranD,,Guadalen,NA,NA,-3.47875,38.16625,173,GranD,Spain,,Guadalen,Arquillos,1954,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-3.45,38.25,-3.475,38.175,remapped
669,NA,2865,GranD,,Rumblar,NA,NA,-3.804583,38.162083,126,GranD,Spain,,Rumblar,Barios de la Encina,1941,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-3.85,38.15,-3.825,38.175,remapped
670,NA,2868,GranD,,Giribaile,NA,NA,-3.51125,38.09125,475,GranD,Spain,,Guadalimar,Ibros,1996,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-3.45,38.15,-3.475,38.075,shift 1 pixel west
671,NA,2869,GranD,,Yeguas,NA,NA,-4.249583,38.070417,228.7,GranD,Spain,,Yeguas,Montoro,1989,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-4.15,38.15,-4.225,38.075,remapped
672,NA,2870,GranD,,Guadalmellato,NA,NA,-4.672083,38.045417,147.4,GranD,Spain,,Guadalmellato,Adamuz,1928,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-4.65,38.05,-4.675,38.025,remapped
673,NA,2872,GranD,,El Pintado,NA,NA,-5.95375,37.987083,202,GranD,Spain,,Viar,Cazalla de la Sierra,1948,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-5.95,38.05,-5.975,37.975,remapped
674,NA,2876,GranD,,Bembezar,NA,NA,-5.210417,37.90375,347,GranD,Spain,,Bembezar,Hornachuelos,1963,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-5.25,37.95,-5.225,37.925,remapped
675,NA,2885,GranD,,Zufre,NA,NA,-6.282917,37.80125,168,GranD,Spain,,Rivera de Huelva,Zufre,1987,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-6.35,37.85,-6.275,37.825,remapped
676,NA,2886,GranD,,Huesna,NA,NA,-5.685417,37.770417,134.6,GranD,Spain,,Huesna,Constantina,1990,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-5.65,37.75,-5.675,37.775,remapped
677,NA,2894,GranD,Vadomojon,Vadomojon,NA,NA,-4.225417,37.63875,165,GranD,Spain,,Guadajoz,Alcaudete,1997,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-4.25,37.65,-4.225,37.625,remapped
678,NA,2896,GranD,,Negratin,NA,NA,-2.952917,37.562083,546,GranD,Spain,,Guadiana Menor,Freila,1984,"added from GranD_based, from EFAS 2013 calibration",NA,NA,-2.95292,37.56208,-2.925,37.575,remapped
679,NA,3486,GranD,,El Grado 1,NA,NA,0.235417,42.15375,399,GranD,Spain,,Cinca,El Grado,1969,"added from GranD_based, from EFAS 2013 calibration",NA,NA,0.25,42.15,0.225,42.175,remapped
680,NA,3487,GranD,Barasona,Barasona,NA,NA,0.312917,42.12875,92.2,GranD,Spain,,Esera,La Puebla de Castro,1932,"added from GranD_based, from EFAS 2013 calibration",NA,NA,0.35,42.15,0.325,42.125,remapped
681,NA,3489,GranD,,Oliana,NA,NA,1.294583,42.094583,101.1,GranD,Spain,,Segre,Oliana,1959,"added from GranD_based, from EFAS 2013 calibration",NA,NA,1.35,42.15,1.325,42.075,remapped
682,NA,3497,GranD,,Rialb,NA,NA,1.192083,41.94125,402,GranD,Spain,,Segre,La Baronia de Rialb,1999,"added from GranD_based, from EFAS 2013 calibration",NA,NA,1.25,41.95,1.225,41.925,remapped
683,NA,3499,GranD,,Santa Ana,NA,NA,0.585417,41.88625,237,GranD,Spain,,Noguera Ribagorzana,Castillonroy,1961,"added from GranD_based, from EFAS 2013 calibration",NA,NA,0.55,41.95,0.575,41.875,remapped
684,NA,3505,GranD,,Ribarroja,NA,NA,0.430417,41.245417,206.9,GranD,Spain,,Ebro,Ribaroja d'Ebre,1969,"added from GranD_based, from EFAS 2013 calibration",NA,NA,0.45,41.25,0.425,41.225,remapped
685,NA,4147,GranD,,Roodekopjies,NA,NA,27.57875,-25.407083,102.6,GranD,South Africa,,Krokodil,Brits,1984,added from GranD from Berny's list,NA,NA,27.55,-25.35,27.575,-25.425,remapped
686,NA,4159,GranD,,Hartebeespoort,NA,NA,27.850417,-25.727917,198.3,GranD,South Africa,,Krokodil,Brits,1979,added from GranD from Berny's list,NA,NA,27.85,-25.75,27.875,-25.725,remapped
687,NA,4185,GranD,,Grootdraai,NA,NA,29.295417,-26.917917,362.5,GranD,South Africa,,Vaal,Standerton,1978,added from GranD from Berny's list,NA,NA,29.35,-26.95,29.325,-26.925,remapped
