id,name,river,subcatchment,catchment,country,area,strahler,pfafstetter,calibrated,X,Y,notes,KGE,correlation,bias,variability
2133,ANKARVATTNET,ANKARVATTNET,,Faxalven,SE,400,,,False,4522500,4647500,Provider upArea too small to be included in calibration,0.28,0.678,0.453,0.658
2134,NEDRE JOVATTNET,JOVATTSAN,,Umealven,SE,350,,,False,4552500,4742500,Provider upArea too small to be included in calibration,0.308,0.835,0.691,0.403
2135,STORSILLRET,KASSJOEAN,,Ljungan,SE,175,,,False,4642500,4412500,Provider upArea too small to be included in calibration,0.536,0.578,0.869,0.857
2136,SOLLEFTEAE KRV,Angerman,,Angermanalven,SE,200,,,False,4692500,4467500,Moved downstream of confluence  strongly regulated  Possibly wrong location,,,,
2137,NIEMISEL,Ranealven,Ranealven,Ranealven,SE,3850,1.0,1.0,True,4867500,4812500,,0.692,0.768,0.944,0.806
2138,MELLAU,BREGENZER ACH,,Rhine,AT,225,,,False,4312500,2692500,Provider upArea too small to be included in calibration,0.256,0.574,1.008,0.39
2139,NEUDORF BEI ILZ,ILZBACH,,Raba,AT,150,,,False,4767500,2682500,Provider upArea too small to be included in calibration,0.295,0.376,1.086,0.684
2140,STEIN-KREMS,Danube,Danube,Danube,AT,96025,,191311.0,False,4732500,2822500,Discharge data older than calibration period,,,,
2141,IMBACH,KREMS,,Danube,AT,375,,,False,4732500,2827500,Provider upArea too small to be included in calibration,0.233,0.689,1.425,0.442
2142,WIEN-NUSSDORF,Danube,Danube,Danube,AT,101825,,191111.0,False,4792500,2812500,same location as 159 few data,,,,
2143,VENT,VENTER ACHE,,Danube,AT,150,,,False,4392500,2637500,Provider upArea too small to be included in calibration,0.405,0.724,0.751,0.536
2144,HAGING,ANTIESEN,,Danube,AT,200,,,False,4577500,2802500,Provider upArea too small to be included in calibration,-0.027,0.645,1.781,0.435
2145,LANDSCHA,Mur,Drava,Danube,AT,8425,,142311.0,False,4747500,2647500,Discharge data older than calibration period,,,,
2146,FROHNLEITEN,Mur,Drava,Danube,AT,6675,,142311.0,False,4722500,2697500,Discharge data older than calibration period,,,,
2147,KINDTHAL,Muerz,Drava,Danube,AT,725,,142411.0,True,4732500,2727500,,0.861,0.863,1.026,0.999
2148,TSIMOVO,ARACHTHOS,Arachthos,Arachthos,GR,625,1.0,1.0,False,5267500,1902500,Discharge data older than calibration period,,,,
2149,AVLAKION,Acheloos Potamos,Akheloos,Akheloos,GR,1550,1.0,1.0,False,5307500,1857500,Discharge data older than calibration period,,,,
2150,SCHWAIBACH,KINZIG (TRIB. RHEIN),Kinzig,Rhine,DE,975,,11611.0,True,4172500,2807500,,0.915,0.93,0.97,0.961
2151,STEIN,KOCHER,Neckar,Rhine,DE,1950,,10211.0,True,4267500,2902500,,0.876,0.888,1.053,1.005
2152,NEUENSTADT,BRETTACH,,Rhine,DE,75,,,False,4277500,2897500,Provider upArea too small to be included in calibration,,,,
2153,RHEINFELDEN,Rhine,Rhine,Rhine,DE,34675,,11711.0,False,4147500,2717500,Same as 358 but old daily data  use 358,,,,
2154,VLOTHO,Weser,"Weser, below Diemel",Weser,DE,17625,1.0,311.0,False,4247500,3232500,Close to 1942,0.9,0.936,0.924,0.994
2155,GREENE,Leine,Aller,Weser,DE,2875,3.0,221.0,False,4317500,3192500,Discharge data older than calibration period,,,,
2156,MARKLENDORF,Aller,Aller,Weser,DE,7800,2.0,231.0,True,4307500,3282500,,0.848,0.854,1.042,1.01
2157,HELMINGHAUSEN,DIEMEL,,Weser,DE,200,,,False,4237500,3142500,Provider upArea too small to be included in calibration,,,,
2158,SCHMITTLOTHEIM,Eder,Fulda,Weser,DE,1250,3.0,623.0,True,4242500,3117500,,0.777,0.868,1.145,0.893
2159,GUNTERSHAUSEN,Fulda,Fulda,Weser,DE,6425,2.0,611.0,True,4282500,3122500,,0.888,0.889,1.014,1.003
2160,ROTENBURG,Fulda,Fulda,Weser,DE,2550,2.0,631.0,False,4302500,3097500,Close to 2025,0.852,0.853,0.999,0.99
2161,SCHWARMSTEDT,Leine,Aller,Weser,DE,6375,3.0,221.0,True,4292500,3277500,,0.86,0.863,1.027,0.993
2162,ALLENDORF,Werra,Werra,Weser,DE,5425,2.0,811.0,False,4312500,3132500,Drainage area from provider is wrong  close to 1972,0.9,0.917,1.054,0.984
2163,HELDRA,Werra,Werra,Weser,DE,4325,2.0,811.0,True,4337500,3112500,,0.898,0.909,0.954,1.006
2164,BODENWERDER,Weser,"Weser, below Diemel",Weser,DE,16025,1.0,311.0,True,4287500,3202500,,0.929,0.938,0.969,1.012
2165,DOERVERDEN,Weser,"Weser, below Diemel",Weser,DE,22175,1.0,311.0,True,4267500,3292500,,0.931,0.939,0.972,0.983
2166,KARLSHAFEN,Weser,"Weser, below Diemel",Weser,DE,14975,1.0,311.0,True,4282500,3172500,,0.932,0.935,0.985,0.986
2167,LIEBENAU,Weser,"Weser, below Diemel",Weser,DE,20175,1.0,311.0,True,4262500,3272500,,0.92,0.934,0.956,0.986
2168,WAHMBECK,Weser,Weser,Weser,DE,13050,1.0,511.0,False,4292500,3167500,Close to 2166,,,,
2169,DALUM,Ems,Ems,Ems,DE,4950,1.0,1.0,True,4132500,3282500,,0.919,0.931,0.968,0.974
2170,GREVEN,Ems,Ems,Ems,DE,2925,1.0,1.0,True,4157500,3222500,,0.867,0.894,0.919,0.998
2171,RHEINE UNTERSCHLEUSE UP,Ems,Ems,Ems,DE,3750,1.0,1.0,True,4142500,3247500,,0.855,0.921,0.882,1.028
2172,TREIA,TREENE,,Eider,DE,475,,,False,4277500,3492500,Provider upArea too small to be included in calibration,0.851,0.893,1.066,1.08
2173,BIENENBUETTEL,Ilmenau,Elbe,Elbe,DE,1450,2.0,1121.0,False,4352500,3342500,big change in hydrometric zero or rating curve iin 2005,,,,
2174,Rudolstadt,Saale,Saale,Elbe,DE,2675,2.0,4511.0,True,4412500,3067500,,0.794,0.797,0.969,0.986
2175,RATHENOW (HAUPTSCHLEUSE),Havel,Havel,Elbe,DE,18800,2.0,2111.0,False,4477500,3282500,Close to 9,,,,
2176,RATHENOW HAUPTSCHLEUSE UP,Havel,Havel,Elbe,DE,18675,2.0,2111.0,False,4477500,3272500,Moved on main stream  close to 9,,,,
2177,KETZIN,Havel,Havel,Elbe,DE,16075,2.0,2111.0,True,4507500,3262500,,0.711,0.734,0.953,1.103
2178,SPREMBERG,Spree,Havel,Elbe,DE,2250,3.0,2211.0,False,4622500,3172500,Discharge data older than calibration period,,,,
2179,Bad Suelze,Recknitz,Recknitz,Recknitz,DE,625,1.0,1.0,True,4492500,3452500,,0.733,0.738,0.98,1.047
2180,KLEMPENOW,TOLLENSE,Peene,Peene,DE,1225,1.0,1.0,True,4537500,3407500,,0.689,0.696,0.959,0.948
2181,REGENSBURG/SCHWABELWEIS,Danube,Danube,Danube,DE,32550,,211511.0,False,4472500,2882500,moved on danube main stream  same as 883,,,,
2182,Lenggries,Isar,Isar,Danube,DE,1425,,211213.0,False,4437500,2732500,No discharge data available for calibration period,-0.511,0.074,2.18,0.818
2183,BRONZOLO (BRANZOLL),Adige,Adige,Adige,IT,6975,1.0,1.0,False,4422500,2582500,Old data and not enough data after 1990,,,,
2184,TRENTO,Adige,Adige,Adige,IT,9575,1.0,1.0,False,4407500,2552500,Discharge data older than calibration period,,,,
2185,ALLOGGIAMENTO IDRAULICO,ATERNO,Pescara,Pescara,IT,1925,1.0,1.0,False,4637500,2127500,Discharge data older than calibration period,,,,
2186,S.SAMUELE DI CAFIERO,OFANTO,Ofanto,Ofanto,IT,2800,1.0,1.0,False,4837500,2042500,Discharge data older than calibration period,,,,
2187,PASSOFONDUTO,PLATANI,Platani,Platani,IT,1300,1.0,1.0,False,4647500,1607500,Discharge data older than calibration period,,,,
2188,DRASI,IMERA MERIDIONALE,Salso,Salso,IT,2025,1.0,1.0,False,4672500,1577500,Discharge data older than calibration period,,,,
2189,PONTE MACCARRONE,Simeto,Simeto,Simeto,IT,800,2.0,1.0,False,4747500,1637500,Discharge data older than calibration period,,,,
2190,KILJAFOSS,Hvita,Hvita,Hvita,IS,2350,1.0,1.0,True,2867500,4952500,,0.529,0.553,0.923,1.125
2191,SELFOSS,Oelfusa,Oelfusa,Oelfusa,IS,1425,1.0,1.0,False,2847500,4872500,Remove from calib - wrong LDD,-0.507,0.564,0.122,2.144
2192,EFSTADALSBRU,"BRUARA, BISKUPSTUNGUM",,Sog and Hvita,IS,300,,,False,2887500,4892500,Provider upArea too small to be included in calibration,-4.093,0.495,0.294,6.019
2193,THJORSARTUN,Thjorsa,Pjorsa,Pjorsa,IS,8425,1.0,1.0,True,2862500,4842500,Moved to cope with wrong LDD,0.411,0.429,0.938,0.867
2194,HOLL,Jokulsa I Fljotsdal,Lagarfljot,Lagarfljot,IS,700,1.0,1.0,True,3152500,4862500,,0.583,0.655,0.847,0.822
2195,GOODALABRU,"VESTARI-JOEKULSA, SKAGAFIROI",Heradsvotn,Heradsvotn,IS,725,1.0,1.0,True,3002500,4972500,,0.409,0.443,0.953,0.809
2196,BRU,"DJUPA, FLJOTSHVERFI",,Bru,IS,275,,,False,2997500,4802500,Provider upArea too small to be included in calibration,-0.155,0.109,0.399,0.577
2197,ULLARFOSS,"SVARTA, BAROARDAL",Skjalfandafljot,Skjalfandafljot,IS,2725,1.0,1.0,False,3077500,4947500,Moved hopefully to right river  few data,,,,
2198,REYKJAFOSS,"SVARTA, SKAGAFIROI",,Heradsvotn,IS,375,,,False,2997500,4992500,Provider upArea too small to be included in calibration,0.405,0.416,0.899,0.948
2199,LAGARFOSS,Lagarfljot,Lagarfljot,Lagarfljot,IS,2850,1.0,1.0,False,3212500,4912500,strongly regulated but no dam in lsf,,,,
2200,LITH,Meuse,Meuse,Rhine,NL,29175,,2311.0,False,4012500,3197500,Close to 1977  older data,,,,
2201,VENLO,Meuse,Meuse,Rhine,DE,27025,,2331.0,True,4042500,3182500,Drainage area from provider is wrong,0.909,0.935,1.055,0.967
2203,RUNKAMPEN,BRABANTSE AA,Meuse,Rhine,NL,875,,2211.0,False,4002500,3182500,Discharge data older than calibration period,,,,
2205,VECHTERWEERD,Vechte,Ijssel,Ijssel,NL,3725,,3211.0,False,4057500,3242500,Discharge data older than calibration period,,,,
2206,TRZEBIATOW,REGA,Rega,Rega,PL,1100,1.0,1.0,False,4667500,3457500,Discharge data older than calibration period,,,,
2207,RABASZENTMIKLOS,Raab,Raab,Danube,HU,2525,,172111.0,False,4882500,2742500,Wrong?,,,,
2208,KURD,Kapos,Sio,Danube,HU,2125,,152211.0,True,4957500,2627500,use after 01-1992,0.579,0.762,1.17,1.302
2209,DUNAALMAS,Danube,Danube,Danube,HU,171525,,157111.0,True,4947500,2772500,,0.934,0.934,1.007,1.002
2210,SZENDRO,Bodvaj,Tisa,Danube,HU,1600,,126221.0,True,5112500,2867500,dams  use it after 01-1992  moved station downstream,0.564,0.586,1.12,1.063
2211,NOWE DREZDENKO,Notec,Warta,Oder,PL,16900,3.0,2211.0,False,4712500,3322500,Discharge data older than calibration period,,,,
2212,PTUSZA,Gwda,Warta,Oder,PL,2000,4.0,2241.0,False,4772500,3382500,Discharge data older than calibration period,,,,
2213,KOWANOWKO,Welna,Warta,Oder,PL,2250,3.0,2521.0,False,4782500,3307500,Discharge data older than calibration period,,,,
2214,NIECHMIROW,Olesnica,Warta,Oder,PL,600,3.0,2921.0,False,4927500,3177500,Discharge data older than calibration period,,,,
2215,GRABNO,Grabia,Warta,Oder,PL,800,3.0,2821.0,False,4942500,3192500,Discharge data older than calibration period,,,,
2216,PECNIEW,BRODNIA,,Oder,PL,300,,,False,4922500,3222500,Provider upArea too small to be included in calibration,,,,
2217,SAMARZEWO,WRZESNICA,,Oder,PL,375,,,False,4842500,3272500,Provider upArea too small to be included in calibration,,,,
2218,OPATOW,POMIANKA,,Oder,PL,125,,,False,4887500,3152500,Provider upArea too small to be included in calibration,,,,
2219,KUSNICA SKAKAWSKA,NIESOB,,Oder,PL,225,,,False,4887500,3157500,Provider upArea too small to be included in calibration,,,,
2220,OLOBOK,OLOBOK,,Oder,PL,250,,,False,4872500,3202500,Provider upArea too small to be included in calibration,,,,
2221,DEBE,Swedrnia,Warta,Oder,PL,500,4.0,2621.0,False,4887500,3217500,Provider upArea too small to be included in calibration,,,,
2222,RASZEWY,Lutynia,Warta,Oder,PL,550,3.0,2561.0,False,4842500,3242500,Discharge data older than calibration period,,,,
2223,KOSCIAN,KANAL KOSCIANSKI,Warta,Oder,PL,1325,2.0,2541.0,False,4777500,3237500,Discharge data older than calibration period,,,,
2224,MOSINA,KANAL MOSINSKI,Warta,Oder,PL,1700,2.0,2541.0,False,4787500,3257500,Discharge data older than calibration period,,,,
2225,KONOJAD,Mogilnica,Warta,Oder,PL,725,4.0,2411.0,False,4762500,3252500,Discharge data older than calibration period,,,,
2226,GLUSZYNA,KOPLA,,Oder,PL,275,,,False,4797500,3267500,Provider upArea too small to be included in calibration,,,,
2227,WAGROWIEC,STRUGA GULANIECKA,,Oder,PL,150,,,False,4812500,3322500,Provider upArea too small to be included in calibration,,,,
2228,RYCZYWOL,FLINTA,,Oder,PL,275,,,False,4782500,3317500,Provider upArea too small to be included in calibration,,,,
2229,SZAMOTULY,SAMA,,Oder,PL,475,,,False,4767500,3297500,Provider upArea too small to be included in calibration,,,,
2230,ZAGAN,Bobr,Bobr,Oder,PL,3150,2.0,6111.0,False,4697500,3177500,Discharge data older than calibration period  Wrong location  Do not use,,,,
2231,SKWIERZYNA,Warta,Warta,Oder,PL,30900,2.0,2511.0,False,4697500,3292500,Discharge data older than calibration period,,,,
2232,KONIN,Warta,Warta,Oder,PL,13225,2.0,2711.0,False,4882500,3267500,Discharge data older than calibration period,,,,
2233,PORAJ,WARTA,,Oder,PL,425,,,False,4972500,3102500,Provider upArea too small to be included in calibration,,,,
2234,NOWA WIES PODGORNA,Warta,Warta,Oder,PL,3300,2.0,2271.0,False,4857500,3352500,Discharge data older than calibration period,,,,
2235,NIWKI,LISWARTA,,Oder,PL,225,,,False,4937500,3112500,Provider upArea too small to be included in calibration,,,,
2236,MIRKOW,Prosna,Warta,Oder,PL,1250,3.0,2631.0,False,4887500,3172500,Discharge data older than calibration period,,,,
2237,DRAWSKO POMORSKIE,Drawa,Warta,Oder,PL,1075,4.0,2221.0,False,4702500,3377500,Discharge data older than calibration period,,,,
2238,GOLENIOW,Ina,"Oder, below Warta",Oder,PL,3275,2.0,1211.0,False,4642500,3387500,Discharge data older than calibration period,,,,
2239,WADOWICE,Skawa,"Vistula, headwaers",Vistula,PL,825,2.0,7411.0,False,5002500,3017500,Discharge data older than calibration period,,,,
2240,NOWY SACZ,Dunajec,Dunajec,Vistula,PL,4825,2.0,6111.0,False,5092500,3002500,Discharge data older than calibration period Old stations,,,,
2241,KRASNYSTAW,Wieprz,Wieprz,Vistula,PL,2975,2.0,3611.0,False,5242500,3177500,Discharge data older than calibration period,,,,
2242,PRZEDBORZ,Pilica,Pilica,Vistula,PL,2475,2.0,3411.0,False,5012500,3142500,Discharge data older than calibration period,,,,
2243,SURAZ,Bolshoy Kemchug,Narew,Vistula,PL,3175,2.0,2511.0,False,5182500,3397500,Discharge data older than calibration period,,,,
2244,PTAKI,Pisa,Narew,Vistula,PL,4075,3.0,2506.0,False,5102500,3432500,Discharge data older than calibration period,,,,
2245,CROOM,Maigue,Maigue,Shannon,IE,800,2.0,21.0,False,3067500,3427500,Same location as 1412,,,,
2246,RATHKEALE,DEEL,,Deel,IE,450,,,False,3052500,3432500,Provider upArea too small to be included in calibration,,,,
2247,GRANGE BRIDGE,DEEL,,Deel,IE,350,,,False,3042500,3427500,Provider upArea too small to be included in calibration,0.488,0.754,0.932,0.556
2248,MOYSTOWN,Brosna,Brosna,Shannon,IE,1225,2.0,41.0,False,3137500,3497500,close to 1414,,,,
2249,DARRYCAHILL,Suck,Suck,Shannon,IE,1175,2.0,61.0,False,3122500,3522500,close to 1416,,,,
2250,BOYLE ABBEY BRIDGE,BOYLE,,Shannon,IE,475,,,False,3142500,3582500,same location as 2251 but different data  cannot locate  use 2251,,,,
2251,TINACARRA,BOYLE,,Shannon,IE,450,,,True,3137500,3582500,,0.846,0.906,0.894,0.941
2252,WOLFE TONE BRIDGE,Corrib,Corrib,Corrib,IE,3225,1.0,1.0,True,3067500,3522500,dam,0.768,0.896,0.886,0.828
2253,DROMAHAIR,BONET,,Bonet,IE,275,,,False,3142500,3607500,Provider upArea too small to be included in calibration,0.385,0.676,0.65,0.612
2254,BALLYCOREY,Fergus,Shannon,Fergus,IE,675,1.0,1.0,True,3057500,3472500,Moved downstream of confluence,0.914,0.921,1.033,1.009
2255,LISTOWEL,Feale,Feale,Feale,IE,650,1.0,1.0,True,3017500,3437500,,0.698,0.804,0.876,0.807
2256,CURRANURE,BANDON,,Bandon,IE,375,,,False,3042500,3347500,Provider upArea too small to be included in calibration,0.518,0.847,0.589,0.799
2257,CATHER PARK,Suir,Suir,Barrow,IE,1600,2.0,2.0,False,3117500,3402500,same location as 1408 and almost same data   use 1408,,,,
2258,NEW BRIDGE,Suir,Suir,Barrow,IE,1100,2.0,2.0,False,3112500,3412500,it could be on the wrong catchment,0.716,0.907,0.759,0.882
2259,ENNISCORTHY,Slaney,Slaney,Slaney,IE,1275,1.0,1.0,False,3212500,3397500,close to 1402,0.564,0.798,0.663,0.81
2260,PASS BRIDGE,BARROW,Barrow,Barrow,IE,1150,1.0,5.0,True,3192500,3472500,,0.868,0.871,0.993,0.976
2261,PORTARLINGTON,BARROW,,Suir & Barrow,IE,450,,,False,3187500,3472500,Provider upArea too small to be included in calibration,0.686,0.84,1.032,0.731
2262,MANSFIELDSTOWN,GLYDE,,Glyde,IE,325,,,False,3247500,3542500,Provider upArea too small to be included in calibration,0.684,0.765,0.837,0.866
2263,KILCOLGAN,DUNKELLIN,,Dunkellin,IE,350,,,False,3077500,3507500,Provider upArea too small to be included in calibration,0.73,0.918,1.05,0.748
2264,CHARLEVILLE WEIR,DEE (IRELAND),,Blackwater,IE,300,,,False,3067500,3417500,Provider upArea too small to be included in calibration,0.726,0.757,1.126,0.99
2265,CROGHAN,LITTLE BROSNA,,Suir & Barrow,IE,275,,,False,3192500,3482500,Provider upArea too small to be included in calibration,0.365,0.852,0.431,1.239
2266,TRIM,Boyne,Boyne,Boyne,IE,1350,1.0,3.0,True,3217500,3512500,,0.374,0.871,1.611,0.96
2267,CATEZ I,Krka,Sava,Danube,SI,9700,,109151.0,True,4752500,2547500,moved upstream of dam,,,,
2268,RADECE,Sava,Sava,Danube,SI,7100,,109171.0,True,4722500,2562500,,,,,
2269,BOSANSKI NOVI,Una,Sava,Danube,HR,8300,,106111.0,False,4822500,2457500,Few old data,,,,
2270,LOG CEZSOSKI,SOCA / INSONZO,,Isonzo,SI,300,,,False,4597500,2587500,Provider upArea too small to be included in calibration,0.62,0.855,0.843,1.315
2271,SKOPJE,VARDAR,"Vardar (Axios), above Bregalnica",Vardar,MK,4650,1.0,1.0,False,5262500,2172500,few data,,,,
2272,ALYASHIV,Alexander,Alexander,Alexander,IL,675,1.0,1.0,False,6647500,1427500,Old data and not enough data after 1990,,,,
2273,NEAR GEDERA,SOREQ,Lakhish,Lakhish,IL,575,2.0,2.0,False,6657500,1357500,Provider upArea too small to be included in calibration,,,,
2274,NEAR HATSERIM,BE'ER SHEVA,Besor,Besor,IL,1275,2.0,2.0,False,6677500,1292500,Not enough data in calibration period,,,,
2275,AGAN NAHARAYIM,Jordan,Jordan / Dead Sea,Jordan,JO,53050,1.0,1.0,False,6707500,1467500,No discharge data available for calibration period,,,,
2276,CAMOWEN TERRACE,CAMOWEN,,Foyle,UK,175,,,False,3222500,3632500,Provider upArea too small to be included in calibration,0.594,0.766,0.668,1.019
2277,Burndennet,BURN DENNET,,Foyle,UK,175,,,False,3217500,3667500,Provider upArea too small to be included in calibration,,,,
2278,Drumrainey Bridge,SILLEES,,Erne,UK,150,,,False,3182500,3607500,Provider upArea too small to be included in calibration,0.534,0.88,0.592,0.81
2279,Moyola New Bridge,MOYOLA,,Bann,UK,275,,,False,3267500,3637500,Provider upArea too small to be included in calibration,0.5,0.776,0.676,1.307
2280,Maydown Bridge,Blackwater,Bann,Bann,UK,1000,2.0,2.0,True,3242500,3602500,,0.871,0.886,0.976,1.055
2281,Mountmill Bridge,CLANRYE,,Newry Canal,UK,150,,,False,3267500,3577500,Provider upArea too small to be included in calibration,,,,
2282,Seneirl Bridge,BUSH,,Bush,UK,325,,,False,3277500,3682500,Provider upArea too small to be included in calibration,0.571,0.665,1.034,0.735
2283,Antrim,SIX-MILE WATER,,Bann,UK,250,,,False,3287500,3627500,Provider upArea too small to be included in calibration,0.405,0.77,0.645,1.419
2284,NEWFORGE,LAGAN,Lagan BI,Lagan BI,UK,675,1.0,1.0,False,3302500,3612500,Provider upArea too small to be included in calibration,0.513,0.843,1.275,0.631
2285,Comber,ENLER,,Enler,UK,75,,,False,3312500,3607500,Provider upArea too small to be included in calibration,,,,
2286,POOLEWE,EWE,,Ewe,UK,450,,,False,3397500,3952500,Provider upArea too small to be included in calibration,0.449,0.815,0.497,1.126
2287,NEW KELSO,CARRON (N. SCOTLAND),,Carron,UK,125,,,False,3402500,3912500,Provider upArea too small to be included in calibration,0.156,0.484,0.432,0.649
2288,Shielfoot,SHIEL,,Shiel,UK,300,,,False,3362500,3847500,Provider upArea too small to be included in calibration,0.482,0.848,0.542,1.19
2289,Claggan,NEVIS,,Lochy,UK,50,,,False,3407500,3837500,Provider upArea too small to be included in calibration,,,,
2290,Glen Orchy,ORCHY,,Orchy,UK,275,,,False,3412500,3797500,Provider upArea too small to be included in calibration,0.113,0.478,0.431,0.564
2291,Glen Falloch,FALLOCH,,Leven,UK,50,,,False,3417500,3787500,Provider upArea too small to be included in calibration,,,,
2292,Blairstone,Clyde,Clyde,Clyde,UK,1725,1.0,1.0,True,3447500,3717500,,,,,
2293,Maidencots,DUNEATON,,Clyde,UK,100,,,False,3457500,3682500,Provider upArea too small to be included in calibration,,,,
2294,Dalinlongart,LITTLE EACHAIG,,Little Eachaig,UK,25,,,False,3392500,3747500,Provider upArea too small to be included in calibration,,,,
2295,Linnbrane,Leven,Leven,Leven,UK,800,1.0,1.0,True,3417500,3747500,lake moved station downstream,0.526,0.858,0.554,0.928
2296,Shewalton,IRVINE,,Irvine,UK,325,,,False,3407500,3702500,Provider upArea too small to be included in calibration,0.341,0.607,0.765,0.526
2297,Robstone,GIRVAN,,Girvan,UK,275,,,False,3387500,3667500,Provider upArea too small to be included in calibration,0.401,0.619,0.913,0.546
2298,Airyhemming,LUCE,,Luce,UK,150,,,False,3377500,3632500,Provider upArea too small to be included in calibration,0.193,0.54,0.566,0.499
2299,Newton Stewart,CREE (SCOTLAND),,Cree,UK,400,,,False,3402500,3632500,Provider upArea too small to be included in calibration,0.241,0.537,0.638,0.52
2300,Dalbeatie,URR,,Urr,UK,175,,,False,3437500,3622500,Provider upArea too small to be included in calibration,0.461,0.669,0.84,0.605
2301,Drumlanrig,Nith,Nith,Nith,UK,525,1.0,1.0,False,3447500,3657500,Provider upArea too small to be included in calibration,0.407,0.634,0.831,0.565
2302,Redhall,KINNEL WATER,,Annan,UK,75,,,False,3467500,3647500,Provider upArea too small to be included in calibration,,,,
2303,BALLINLUIG,Tay,Tay,Tay,UK,3100,1.0,3.0,False,3487500,3797500,almost no data,,,,
2304,PITLOCHRY,Tummel,Tay,Tay,UK,2850,1.0,3.0,True,3487500,3802500,,0.718,0.771,0.85,0.931
2305,Comrie Bridge,LYON,,Tay,UK,375,,,False,3462500,3807500,Provider upArea too small to be included in calibration,0.456,0.593,0.905,0.652
2306,Logie Mill,North Esk,Scotland,North Esk,UK,725,1.0,1.0,True,3557500,3802500,,0.56,0.645,0.756,0.911
2307,Kemback,EDEN (SCOTLAND),,Eden,UK,300,,,False,3522500,3762500,Provider upArea too small to be included in calibration,0.671,0.809,0.864,0.769
2308,Forteviot Bridge,Earn,Earn,Tay,UK,800,2.0,2.0,True,3487500,3772500,,0.624,0.787,0.697,0.934
2309,Cultybraggan,RUCHILL WATER,,Tay,UK,150,,,False,3462500,3777500,Provider upArea too small to be included in calibration,,,,
2310,Bridge Of Teith,Teith,Teith,Forth,UK,525,2.0,2.0,True,3447500,3767500,lake,,,,
2311,Kinbuck,ALLAN WATER,,Teith,UK,150,,,False,3462500,3762500,Provider upArea too small to be included in calibration,0.284,0.617,0.525,0.625
2312,Balnaan Bridge,DULNAIN,,Spey,UK,275,,,False,3497500,3877500,Provider upArea too small to be included in calibration,0.622,0.774,0.957,0.7
2313,Headswood,CARRON (S. SCOTLAND),,Carron,UK,125,,,False,3462500,3742500,Provider upArea too small to be included in calibration,,,,
2314,Condorrat,LUGGIE WATER,,Clyde,UK,25,,,False,3452500,3732500,Provider upArea too small to be included in calibration,,,,
2315,Craigiehall,ALMOND,,Almond,UK,350,,,False,3492500,3727500,Provider upArea too small to be included in calibration,0.45,0.667,0.923,0.569
2316,Lennoxlove,GIFFORD WATER,,Tyne,UK,100,,,False,3527500,3717500,Provider upArea too small to be included in calibration,,,,
2317,BOLESIDE,Tweed,Tweed,Tweed,UK,1525,1.0,5.0,True,3517500,3677500,,0.827,0.855,1.093,1.02
2318,DRYBURGH,Tweed,Tweed,Tweed,UK,2150,1.0,5.0,False,3527500,3677500,Discharge data older than calibration period,,,,
2319,Lyne Station,LYNE WATER,,Tweed,UK,125,,,False,3487500,3697500,Provider upArea too small to be included in calibration,0.546,0.788,0.667,1.223
2320,Hutton Castle,WHITEADDER WATER,Tweed,Tweed,UK,525,2.0,2.0,True,3557500,3697500,,0.614,0.652,1.151,0.93
2321,Invergairn,GAIRN,,Dee,UK,100,,,False,3527500,3852500,Provider upArea too small to be included in calibration,,,,
2322,PARK,Dee,Dee,Dee,UK,1800,1.0,1.0,True,3577500,3837500,,0.657,0.712,0.848,0.893
2323,Inverugie,UGIE,,Ugie,UK,375,,,False,3617500,3882500,Provider upArea too small to be included in calibration,0.58,0.721,0.854,0.723
2324,Mill Of Tore,ENRICK,,Ness,UK,125,,,False,3447500,3892500,Provider upArea too small to be included in calibration,,,,
2325,Glenmeannie,MEIG,,Orrin & Black Water,UK,150,,,False,3437500,3917500,Provider upArea too small to be included in calibration,,,,
2326,ORMISTONE MILL,Teviot,Tweed,Tweed,UK,1150,2.0,4.0,True,3537500,3672500,moved on affluent,0.614,0.775,1.303,0.921
2327,Jedburgh,JED WATER,,Tweed,UK,125,,,False,3532500,3662500,Provider upArea too small to be included in calibration,0.641,0.683,1.059,0.841
2328,Hawick,TEVIOT,,Tweed,UK,375,,,False,3517500,3662500,Provider upArea too small to be included in calibration,0.61,0.78,1.274,0.832
2329,Easter Turnaig,OYKEL,,Thurso,UK,325,,,False,3457500,3962500,Provider upArea too small to be included in calibration,0.209,0.46,0.574,0.61
2330,Halladale,HALLADALE,,Halladale,UK,225,,,False,3512500,4007500,Provider upArea too small to be included in calibration,0.286,0.515,0.845,0.499
2331,Little Assynt,INVER,,Inver,UK,150,,,False,3437500,3992500,Provider upArea too small to be included in calibration,0.451,0.768,0.51,1.086
2332,Wilmslow,BOLLIN,,Mersey,UK,75,,,False,3512500,3422500,Provider upArea too small to be included in calibration,,,,
2333,Ashbrook,Weaver,Weaver,Weaver,UK,625,,1.0,True,3487500,3412500,,0.819,0.828,0.978,0.951
2334,Marshfield Bridge,WISTASTON BROOK,,Weaver,UK,125,,,False,3482500,3397500,Provider upArea too small to be included in calibration,,,,
2335,Featherstone,SOUTH TYNE,,Tyne,UK,350,,,False,3522500,3607500,Provider upArea too small to be included in calibration,0.728,0.762,0.877,1.043
