id,name,river,subcatchment,catchment,country,area,strahler,pfafstetter,calibrated,X,Y,notes,KGE,correlation,bias,variability
233,Cokonjar,Veliki Timok,Danube,Danube,RS,3950,,72011.0,True,5307500,2402500,,0.811,0.854,1.042,0.888
234,Jamena,Sava,Sava,Danube,RS,63375,,103111.0,True,5032500,2457500,zeros,0.9,0.903,0.978,1.007
235,Sremaska Mitrovica,Sava,Sava,Danube,RS,87100,,101311.0,True,5072500,2477500,,0.9,0.904,1.015,0.976
236,Radalj,Drina,Sava,Danube,RS,17850,,102311.0,True,5047500,2412500,dam  moved station downstream,0.739,0.745,1.03,0.952
237,Beli Brod,Kolubara,Sava,Danube,RS,1825,,101211.0,True,5132500,2417500,,0.585,0.705,1.021,1.29
238,Varvarin,Velika Morava,Velika Morava,Danube,RS,31400,,82111.0,True,5237500,2357500,zeros,0.745,0.85,1.194,0.932
239,Bagrdan,Velika Morava,Velika Morava,Danube,RS,33500,,81111.0,True,5222500,2392500,zeros,0.843,0.855,1.057,0.989
240,Kratovska stena,Zapadna Morava,Velika Morava,Danube,RS,3075,,82311.0,True,5132500,2362500,,0.815,0.818,0.984,0.97
241,Milocaj,Zapadna Morava,Velika Morava,Danube,RS,4675,,82311.0,False,5177500,2357500,Small oscillations   zeros removed with qc close to 240,0.609,0.815,1.277,0.796
242,Jasika,Zapadna Morava,Velika Morava,Danube,RS,14600,,82111.0,True,5232500,2347500,,0.716,0.84,1.232,0.966
243,Vranjski Priboj,Juzna Morava,Velika Morava,Danube,RS,2825,,83511.0,True,5307500,2247500,,0.769,0.828,0.854,1.054
244,Grdelica,Juzna Morava,Velika Morava,Danube,RS,3775,,83511.0,False,5302500,2282500,oscillations  outliers removed with qc close to 243,0.468,0.808,0.507,1.054
245,Korvingrad,Juzna Morava,Velika Morava,Danube,RS,9450,,83311.0,True,5282500,2312500,oscillations   08-2010 to 11-2010  zeros removed with qc,0.824,0.826,0.991,0.977
246,Mojsinje,Juzna Morava,Velika Morava,Danube,RS,15400,,83111.0,True,5252500,2347500,small oscillations  outliers  zeros  removed with qc,0.827,0.831,0.969,1.025
247,Doljevac,Toplica,Velika Morava,Danube,RS,2075,,83411.0,True,5277500,2307500,,0.731,0.732,1.003,1.019
248,Pirot,Nisava,Danube,Danube,RS,1700,,83211.0,True,5347500,2307500,,-0.133,0.307,0.787,1.871
249,Nis,Nisava,Velika Morava,Danube,RS,4050,,83211.0,True,5287500,2322500,,0.433,0.554,1.061,1.345
250,Novi Sad,Danube,Danube,Danube,RS,256375,,131111.0,False,5087500,2507500,no data,,,,
251,Zemun,Danube,Danube,Danube,RS,406800,,111111.0,False,5142500,2472500,no data,,,,
252,Novi Knezevac,Tisza,Tisa,Danube,RS,140675,,121111.0,False,5097500,2607500,only few low quality data,,,,
253,Senta,Tisza,Tisa,Danube,RS,141250,,121111.0,False,5102500,2582500,extremely low quality data  could use Hist24,,,,
254,N.Becej brana gv,Tisza,Tisa,Danube,RS,147050,,121111.0,False,5107500,2542500,no data,,,,
255,Titel,Tisza,Tisa,Danube,RS,149025,,121111.0,False,5127500,2507500,no data,,,,
256,Beograd,Sava,Sava,Danube,RS,95300,,101111.0,False,5147500,2467500,No discharge data available for calibration period,,,,
257,Lopatnica lakat,Ibar,Velika Morava,Danube,RS,7825,,82211.0,True,5172500,2347500,,0.682,0.8,1.059,1.24
258,Knjazevac,Beli Timok,Danube,Danube,RS,1175,,72011.0,True,5307500,2352500,,0.603,0.628,1.118,1.073
259,Drazevac,Kolubara,Sava,Danube,RS,3650,,101211.0,False,5127500,2442500,no data,,,,
260,Apatin,Danube,Danube,Danube,RS,211925,,151111.0,False,5012500,2552500,extremely low quality data  unusable,,,,
261,Bogojevo,Danube,Danube,Danube,RS,253300,,131111.0,True,5032500,2532500,moved downstream of meander  outliers  zeros,0.601,0.706,1.176,1.203
262,Smederevo,Danube,Danube,Danube,RS,520500,,91111.0,False,5187500,2462500,few data could  use hist24,,,,
263,Markovicevo,Brzava,Tamis,Danube,RS,1000,,92211.0,True,5182500,2532500,,0.717,0.747,0.98,0.877
264,Ljubicevski most,Velika Morava,Velika Morava,Danube,RS,37650,,81111.0,True,5197500,2457500,,0.862,0.872,1.029,0.958
265,Sint-Joris-Weert,Dyle,Scheldt,Scheldt,BE,750,,25.0,True,3942500,3092500,,0.539,0.745,1.068,1.378
266,Diest,Demer,Scheldt,Scheldt,BE,1950,,24.0,False,3972500,3107500,Close to 830,,,,
267,Lot,Dyle,Scheldt,Scheldt,BE,675,,22.0,True,3917500,3087500,,0.774,0.823,1.117,1.076
268,Overboelare,Dender,Scheldt,Scheldt,BE,775,,41.0,True,3887500,3087500,,0.733,0.794,0.831,0.99
269,Bossuit,Scheldt,Scheldt,Scheldt,BE,5250,,71.0,False,3857500,3092500,negative values  removed with qc  oscillations regulated close to 1361,0.693,0.702,1.07,1.004
270,Menen,Leie,Scheldt,Scheldt,BE,3050,,61.0,False,3832500,3097500,large oscillations  negative values could  use hist24,0.551,0.8,1.4,0.966
271,Kopčany,Morava,Morava,Danube,SK,9550,,183311.0,True,4847500,2887500,,,,,
272,Moravský Sv. Ján,Morava,Morava,Danube,SK,24125,,181111.0,True,4832500,2857500,,0.759,0.811,1.129,0.925
273,Devín,Danube,Danube,Danube,SK,131250,,175111.0,False,4842500,2807500,close to 1895,0.881,0.887,1.038,1.012
274,Liptovský Mikuláš,Vah,Vah,Danube,SK,1125,,163701.0,True,5022500,2932500,,0.811,0.82,1.048,1.031
275,Hubová,Vah,Vah,Danube,SK,2100,,163701.0,True,4997500,2927500,dam oscillations regulated  Moved South-East to avoid conflict in inflow point,,,,
276,Dierová,Orava,Vah,Danube,SK,2000,,163601.0,True,4987500,2937500,dam,,,,
277,Strečno,Vah,Vah,Danube,SK,5475,,163301.0,False,4967500,2932500,large oscillations,0.691,0.711,1.013,0.893
278,Šaľa,Vah,Vah,Danube,SK,10675,,163101.0,False,4912500,2807500,low quality data  same for daily data  large oscillations,0.6,0.683,0.979,0.757
279,Nitrianska Streda,Nitra,Vah,Danube,SK,2025,,162101.0,True,4922500,2862500,,0.796,0.798,1.026,0.998
280,Nové Zámky,Nitra,Vah,Danube,SK,3700,,162101.0,False,4927500,2792500,oscillations,0.8,0.806,1.045,0.984
281,Komárno,Danube,Danube,Danube,SK,150775,,171111.0,True,4927500,2772500,,0.843,0.871,1.077,1.045
282,Banská Bystrica,Hron,Hron,Danube,SK,1825,,156111.0,True,4992500,2887500,,0.778,0.782,1.033,1.021
283,Brehy,Hron,Hron,Danube,SK,3825,,156111.0,True,4962500,2847500,,0.855,0.862,0.965,0.971
284,Slovenské Ďarmoty,Ipel,Ipel,Danube,SK,2750,,154111.0,True,5012500,2817500,,0.745,0.779,1.003,1.127
285,Lenártovce,Slana,Tisa,Danube,SK,1700,,126251.0,True,5082500,2862500,Moved North to avoid conflict in inflow point,0.77,0.783,1.043,1.064
286,Vlkyňa,Rimava,Tisa,Danube,SK,1325,,126241.0,True,5077500,2852500,,0.763,0.791,1.033,1.105
287,Chmelnica,Poprad,Dunajec,Vistula,SK,1325,3.0,6211.0,True,5097500,2967500,,0.683,0.711,1.103,1.081
288,Margecany,Hornad,Tisa,Danube,SK,1050,,126351.0,True,5122500,2927500,,0.785,0.845,0.992,1.149
289,Košické Olšany,Torysa,Tisa,Danube,SK,1200,,126321.0,True,5152500,2907500,,0.568,0.776,0.899,1.355
290,Humenné,Laborec,Tisa,Danube,SK,1275,,128223.0,True,5192500,2937500,,0.754,0.782,0.933,1.094
291,Lekárovce,Uzh,Tisa,Danube,SK,2050,,128222.0,False,5222500,2902500,moved but LDD is wrong,0.802,0.811,0.945,0.978
292,Veľké Kapušany,Latorica,Tisa,Danube,SK,2350,,128231.0,False,5212500,2892500,wrong LDD,0.714,0.716,0.971,1.003
293,Hanušovce nad Toplou,Topla,Tisa,Danube,SK,1075,,128321.0,True,5157500,2947500,,0.78,0.806,1.026,1.1
294,Streda nad Bodrogom,Bodrog,Tisa,Danube,SK,10750,,128111.0,False,5187500,2877500,Same location as 670,0.751,0.782,1.027,1.117
295,Akslen,Bovri,Lagen,Glomma,NO,825,4.0,242.0,True,4237500,4297500,,0.544,0.743,0.632,0.918
296,Atnasjoe,Atna,,Glomma,NO,375,,,False,4332500,4307500,Provider upArea too small to be included in calibration,-0.42,0.617,0.446,2.25
297,Bagn,Begna,Drammen,Drammen,NO,2975,,32.0,False,4292500,4192500,oscillations many outliers difficult to remove use after 05-2011,0.702,0.709,0.937,0.991
298,Bergheim,Hallingdalselva,Drammen,Drammen,NO,4275,2.0,22.0,True,4282500,4147500,,0.506,0.614,0.819,1.249
299,Dølplass,Folla,"Glomma, headwaters",Glomma,NO,2125,2.0,316.0,True,4342500,4342500,,0.528,0.603,0.758,1.077
300,Eggedal,Simoa,,Drammen,NO,300,,,False,4287500,4117500,Provider upArea too small to be included in calibration,0.439,0.577,0.706,0.776
301,Eide,Lagen,Lagen,Glomma,NO,7925,2.0,215.0,True,4307500,4282500,,0.599,0.882,0.617,1.003
302,Elverum,Glomma,"Glomma, headwaters",Glomma,NO,15450,1.0,313.0,True,4407500,4202500,,0.756,0.842,0.819,0.962
303,Etna,Etna,Drammen,Drammen,NO,575,,33.0,True,4302500,4207500,,0.695,0.728,0.956,0.871
304,Faukstad,Sjoa,Lagen,Glomma,NO,1475,3.0,221.0,True,4287500,4292500,,0.641,0.738,0.785,1.119
305,Fiskum,Fiskum,,Drammen,NO,75,,,False,4307500,4067500,Provider upArea too small to be included in calibration,,,,
306,Fura,Fura,,Glomma,NO,50,,,False,4392500,4197500,Provider upArea too small to be included in calibration,,,,
307,Hummelvoll,Glomma,"Glomma, headwaters",Glomma,NO,2450,1.0,317.0,True,4377500,4367500,,0.576,0.66,0.746,0.99
308,Kistefoss,Randselva,Drammen,Drammen,NO,3675,,33.0,True,4337500,4122500,lake strongly regulated,0.437,0.438,0.968,1.02
309,Knappom,Flisa,"Glomma, headwaters",Glomma,NO,1650,2.0,312.0,True,4437500,4177500,,0.648,0.752,0.839,0.81
310,Lalm,Otta,Lagen,Glomma,NO,4025,3.0,241.0,True,4277500,4307500,,0.623,0.849,0.655,0.979
311,Losna,Lagen,Lagen,Glomma,NO,11200,2.0,215.0,True,4337500,4242500,,0.781,0.883,0.815,1.002
312,Mjøndalen bru,Drammen,Drammen,Drammen,NO,17050,1.0,11.0,False,4317500,4072500,oscillations,0.845,0.865,0.932,1.035
313,Narsjø,Nora,,Glomma,NO,125,,,False,4397500,4362500,Provider upArea too small to be included in calibration,,,,
314,Norsfoss,Glomma,"Glomma, headwaters",Glomma,NO,18800,1.0,311.0,True,4432500,4137500,,0.802,0.87,0.865,0.934
315,Nye Stai,Glomma,"Glomma, headwaters",Glomma,NO,8925,1.0,315.0,True,4377500,4267500,Large outliers maybe left after qc,0.711,0.856,0.978,0.751
316,Ofossen,Otta,Lagen,Glomma,NO,1600,3.0,243.0,True,4227500,4312500,,0.499,0.787,0.547,1.027
317,Rosten,Lagen,Lagen,Glomma,NO,1825,2.0,251.0,True,4292500,4302500,,0.499,0.641,1.257,0.764
318,Rudi,Frya,,Glomma,NO,300,,,False,4322500,4277500,Provider upArea too small to be included in calibration,0.622,0.814,0.94,0.676
319,Skålfoss,Snarum,Drammen,Drammen,NO,5100,2.0,21.0,True,4307500,4112500,,0.715,0.761,0.844,1.0
320,Skarnes,Glomma,"Glomma, headwaters",Glomma,NO,20375,1.0,311.0,True,4412500,4127500,,0.759,0.906,1.049,0.783
322,Storeskar,Hemsil,,Drammen,NO,100,,,False,4227500,4202500,Provider upArea too small to be included in calibration,,,,
323,Strømstøa,Adalselva,Drammen,Drammen,NO,4750,,32.0,True,4327500,4137500,dam but not in lsf,0.728,0.736,0.99,0.937
324,Sundbyfoss,Lianelva,,Drammen,NO,125,,,False,4327500,4047500,Provider upArea too small to be included in calibration,,,,
325,Vinde-elv,Vinda,,Drammen,NO,300,,,False,4272500,4232500,Provider upArea too small to be included in calibration,0.238,0.607,1.314,0.428
326,Vismunda,Vismunda,,Glomma,NO,200,,,False,4347500,4207500,Provider upArea too small to be included in calibration,,,,
327,Veliko Selo,Mlava,Danube,Danube,RS,1050,,72411.0,True,5222500,2437500,,0.741,0.745,0.98,1.038
328,Monte Da Vinha,Guadiana,Guadiana,Guadiana,PT,49825,1.0,331.0,True,2842500,1917500,Outliers and missing data  use after 05-2000,0.284,0.789,1.533,0.57
329,Ermida Corgo (Inag),Corgo,,Duero,PT,300,,,False,2842500,2192500,Provider upArea too small to be included in calibration,0.69,0.855,0.849,0.771
330,Almourol,Tagus,Tagus,Tagus,PT,67500,1.0,311.0,True,2742500,2012500,,0.767,0.812,1.008,0.862
331,Tramagal,Tagus,Tagus,Tagus,PT,62200,1.0,511.0,True,2757500,2007500,,0.689,0.75,1.07,0.829
332,Martina,Inn,Inn,Danube,CH,2025,,203331.0,False,4352500,2637500,oscillations strongly regulated  close to 184,,,,
333,Locarno,Lago Maggiore,Ticcino,Po,CH,2850,,6311.0,False,4222500,2557500,End 06-2004  close to 334,-5.141,0.679,7.097,0.344
334,Bellinzona,Ticino,Ticcino,Po,CH,1525,,6311.0,True,4242500,2562500,oscillation in low flow,0.839,0.859,0.932,1.038
335,"Bern, Schönau",Aare,Aare,Rhine,CH,2975,,12711.0,True,4132500,2647500,,0.786,0.937,0.797,1.017
336,"Brügg, Aegerten",Aare,Aare,Rhine,CH,8300,,12511.0,True,4117500,2672500,outliers  negative values removed with qc,0.811,0.814,0.995,0.968
337,Brugg,Aare,Aare,Rhine,CH,11550,,12511.0,True,4182500,2707500,,0.881,0.885,0.987,1.025
338,Murgenthal,Aare,Aare,Rhine,CH,9950,,12511.0,True,4157500,2687500,,0.862,0.871,0.964,1.036
339,Thun,Aare,Aare,Rhine,CH,2650,,12711.0,False,4137500,2632500,lake moved station downstream  close to 335,0.787,0.938,0.798,0.975
340,"Untersiggenthal, Stilli",Aare,Aare,Rhine,CH,17525,,12111.0,True,4187500,2712500,Moved South to avoid conflict in inflow point,,,,
343,Berlingen,Untersee,Rhine,Rhine,CH,11325,,15111.0,True,4242500,2727500,two small outliers after qs,0.498,0.757,0.972,1.438
345,Fürstenau,Hinterrhein,Hinterrhein,Rhine,CH,1550,,15811.0,False,4277500,2622500,low quality data  dam regulated,0.358,0.562,1.06,0.534
347,"Baden, Limmatpromenade",Limmat,Aare,Rhine,CH,2425,,12211.0,True,4192500,2707500,,0.856,0.886,0.926,0.952
348,"Zuerich,Unterhard",Limmat,Aare,Rhine,CH,2225,,12211.0,False,4207500,2697500,lake  close to 347,0.858,0.889,0.929,0.948
349,"Weesen, Biäsche",Linth,Aare,Rhine,CH,1150,,12221.0,True,4252500,2667500,,0.876,0.917,0.908,1.002
350,"Luzern, Geissmattbrücke",Reuss,Aare,Rhine,CH,2800,,12411.0,True,4192500,2662500,after 06-2012  outliers removed with qc,0.883,0.885,1.002,0.98
351,Mellingen,Reuss,Aare,Rhine,CH,3425,,12411.0,True,4192500,2697500,after 06-2012,0.89,0.938,0.913,0.975
352,"Mühlau, Hünenberg",Reuss,Aare,Rhine,CH,3250,,12411.0,False,4197500,2677500,after 06-2012    lake  close to 351,0.91,0.934,0.959,0.955
353,"Basel, Rheinhalle",Rhine,Rhine,Rhine,CH,35800,,11711.0,True,4142500,2717500,,0.927,0.927,0.991,0.995
354,"Diepoldsau, Rietbrücke",Rhine,Rhine,Rhine,CH,6275,,15511.0,False,4292500,2692500,oscillations  in low flow close to 227,,,,
355,Domat/Ems,Rhine,Rhine,Rhine,CH,3250,,15711.0,True,4282500,2637500,oscillations in low flow,0.75,0.822,0.837,0.933
356,"Neuhausen, Flurlingerbrücke",Rhine,Rhine,Rhine,CH,11775,,15111.0,True,4217500,2727500,Outliers  zeros  negative values removed with qc,0.929,0.931,1.016,1.004
357,Rekingen,Rhine,Rhine,Rhine,CH,14625,,13111.0,True,4192500,2722500,,0.92,0.925,0.992,1.026
358,Rheinfelden (Messstation),Rhine,Rhine,Rhine,CH,34350,,11711.0,False,4152500,2717500,Close to 353,0.928,0.93,0.989,1.013
359,Laupen,Saane,Aare,Rhine,CH,1925,,12611.0,False,4112500,2647500,dams strongly regulated very large oscillations,0.442,0.538,1.202,0.761
361,Andelfingen,Thur,Thur,Rhine,CH,1750,,14111.0,True,4227500,2722500,,0.868,0.871,0.992,1.026
362,Halden,Thur,Thur,Rhine,CH,1125,,14111.0,True,4262500,2707500,,0.803,0.807,1.036,0.982
366,"Geneve, Bout Du Monde",Arve,"Rhone, headwaters",Rhone,CH,1925,2.0,941.0,True,4027500,2572500,,0.86,0.88,0.93,1.02
367,Ocourt,Doubs,Saone,Rhone,CH,1250,3.0,647.0,True,4097500,2692500,after 06-2012   zeros removed with qc,,,,
369,Branson,Rhone,"Rhone, headwaters",Rhone,CH,3725,1.0,951.0,False,4097500,2562500,after 06-2012 Large oscillations,-0.109,0.594,0.394,1.836
370,"Chancy, Aux Ripes",Rhone,"Rhone, headwaters",Rhone,CH,10375,1.0,931.0,False,4007500,2567500,large obscillations   low quality data,0.49,0.646,0.633,1.012
371,Porte du Scex,Rhone,"Rhone, headwaters",Rhone,CH,5300,1.0,951.0,False,4082500,2587500,Large obscillations,-0.1,0.634,0.483,1.899
372,Sion,Rhone,"Rhone, headwaters",Rhone,CH,3400,1.0,951.0,False,4112500,2572500,Low flow is wrong  could use hist24,0.24,0.635,0.525,1.467
379,Vigoleno,Stirone,,Po,IT,100,,,False,4312500,2412500,No discharge data available for calibration period,,,,
380,Borgotaro,Taro,,Po,IT,400,,,True,4307500,2377500,,0.668,0.738,1.09,1.182
381,Farini,Nure,,Po,IT,250,,,False,4287500,2402500,Missing data  small LDD uparea,0.654,0.664,1.081,0.996
382,Corniglio,Parma,,Po,IT,150,,,False,4332500,2377500,Not enough discarge data available for calibration period,,,,
383,Ferriere idro,Nure,,Po,IT,100,,,False,4282500,2392500,low data quality  small LDD uparea,,,,
384,Compiano,Tassobio,,Po,IT,125,,,False,4352500,2377500,Low quality data Moved on affluent,,,,
386,Berceto Baganza,Baganza,,Po,IT,25,,,False,4322500,2377500,few Low quality data small LDD uparea,,,,
388,Ponte Lamberti,Ceno,,Po,IT,350,,,False,4307500,2392500,Low quality data,,,,
389,Pradella,Taro,,Po,IT,325,,,False,4302500,2372500,Large change in rating curve  use 380  small LDD uparea,,,,
390,Bobbio,Trebbia,Trebbia,Po,IT,700,,5211.0,True,4272500,2407500,,0.59,0.801,1.26,1.247
391,Ponte Bacchello,Secchia,Secchia,Po,IT,1575,,1411.0,False,4397500,2402500,close to 410,,,,
393,Pontelagoscuro,Po,Po,Po,IT,71175,,1111.0,True,4447500,2422500,,0.891,0.898,0.979,0.968
394,Lugo,Secchia,Secchia,Po,IT,925,,1411.0,True,4372500,2367500,,0.801,0.81,1.051,0.973
395,Ponte Samone,Panaro,Panaro,Po,IT,600,,1231.0,True,4392500,2362500,,0.718,0.725,0.935,0.997
396,Bomporto,Panaro,Panaro,Po,IT,1100,,1211.0,True,4402500,2402500,,0.767,0.808,0.948,0.878
397,Trebbia Valsigiara,Trebbia,,Po,IT,250,,,False,4267500,2392500,small LDD uparea,0.691,0.793,0.988,1.23
398,Piacenza,Po,Po,Po,IT,41950,,5111.0,True,4302500,2442500,,0.844,0.888,0.969,0.896
399,Cremona,Po,Po,Po,IT,51075,,3711.0,True,4322500,2447500,Located manually,0.87,0.907,1.035,1.083
402,Ponte Cavola,Secchia,,Po,IT,375,,,False,4362500,2367500,Exclude from 02-2017 for change to hydro zero,,,,
405,Ponte Veggia,Secchia,Secchia,Po,IT,1075,,1411.0,False,4382500,2382500,Not enough discarge data available for calibration period,,,,
407,Ponte Dolo,Dolo,,Po,IT,300,,,False,4372500,2362500,No discharge data available for calibration period,,,,
408,San Donnino,Tiepido,Panaro,Po,IT,875,,1211.0,False,4397500,2387500,Wrong LDD,,,,
410,Pioppa,Secchia,Secchia,Po,IT,1675,,1411.0,True,4397500,2417500,,0.824,0.844,0.996,0.918
412,Gatta,Secchia,,Po,IT,225,,,False,4347500,2362500,Moved upstream of concluence  low quality data  small LDD uparea,,,,
413,Selvanizza,Cedra,,Po,IT,100,,,False,4337500,2372500,Moved on right affluent   low quality data small LDD uparea,,,,
416,Parma Ponte Nuovo,Baganza,,Po,IT,250,,,False,4342500,2407500,Moved on affluent   low quality data slamm LDD uparea,,,,
418,Marzolara,Baganza,,Po,IT,150,,,False,4332500,2392500,small LDD upareaLow quality  few data,,,,
420,Rottofreno,Tidone,,Po,IT,375,,,False,4282500,2437500,Change in hydrometric zero,,,,
421,Salsominore,Aveto,,Po,IT,225,,,False,4272500,2392500,Exclude from 10-2015 to 05-2016 for change in hydrometric zero  small LDD uparea,0.067,0.648,1.759,1.413
422,Saliceto,Chiavenna,,Po,IT,300,,,False,4312500,2432500,Error in LDD  draining also Riglio,,,,
423,Ciriano,Torrente Chero,,Po,IT,150,,,False,4307500,2422500,Very low quality data small LDD uparea,,,,
424,Rivergaro,Trebbia,Trebbia,Po,IT,900,,5211.0,False,4287500,2422500,Exclude from 10-2015 to 05-2016 for change in hydrometric zero,,,,
425,Tornolo,Taro,,Po,IT,150,,,False,4292500,2377500,Close to 380  small LDD uparea,,,,
426,Parma Ovest,Taro,Taro,Po,IT,1375,,3611.0,False,4337500,2412500,Low quality data and wrong LDD  use 428,,,,
428,San Secondo,Taro,Taro,Po,IT,1450,,3611.0,True,4342500,2422500,,0.707,0.736,0.873,1.002
429,Ponte Alto,Secchia,Secchia,Po,IT,1525,,1411.0,False,4392500,2397500,Closr to 391,,,,
431,Pievepelago idro,Scoltenna,,Po,IT,150,,,False,4372500,2347500,small LDD uparea,,,,
432,Fanano,Leo,,Po,IT,75,,,False,4382500,2342500,Exclude after 06-2015  small LDD uparea,,,,
433,Modena Naviglio,Naviglio,,Po,IT,25,,,False,4392500,2392500,Wrong LDD,,,,
434,Rubiera SS9,Secchia,Secchia,Po,IT,1425,,1411.0,False,4382500,2392500,Low quality data,,,,
435,Gorzano,Panaro,,Po,IT,50,,,False,4392500,2377500,Low quality data small LDD uparea,,,,
436,Spilamberto,Panaro,Panaro,Po,IT,775,,1231.0,False,4402500,2382500,Low quality data  use 395,,,,
437,Fiumalbo,Acquicciola,,Po,IT,125,,,False,4372500,2342500,Low quality data small LDD uparea,,,,
438,Cadelbosco,Crostolo,,Po,IT,350,,,False,4367500,2407500,oscillations small LDD area,,,,
439,Puianello,Crostolo,,Po,IT,100,,,False,4367500,2387500,small LDD uparea,,,,
442,Lonza,Lonza,,Po,IT,50,,,False,4347500,2367500,Few data low quality,,,,
443,Vetto,Enza,,Po,IT,425,,,True,4347500,2377500,,0.727,0.728,0.99,0.985
445,Ponte Nibbiano,Tidone,,Po,IT,150,,,False,4267500,2422500,No discharge data available for calibration period,,,,
446,Veggiola,Riglio,,Po,IT,75,,,False,4297500,2417500,No discharge data available for calibration period,,,,
448,Montanaro,Riglio,,Po,IT,100,,,False,4302500,2422500,Use until 07-2015    small LDD uparea,,,,
449,Case Bonini,Arda,,Po,IT,100,,,False,4302500,2402500,Exclude 01-2016 02-2016    small LDD uparea,,,,
450,Castellina di Soragna,Stirone,,Po,IT,250,,,False,4327500,2422500,small LDD uparea,-1.157,0.603,3.024,0.369
451,Toccalmatto,Rovacchia,,Po,IT,225,,,False,4327500,2417500,Wrong LDD,,,,
453,Salsomaggiore sul Ghiara,Ghiara,,Po,IT,50,,,False,4322500,2412500,Low quality data small LDD uparea,,,,
454,Parma Ponte Verdi,Parma,Parma,Po,IT,700,,3411.0,True,4347500,2407500,,0.844,0.848,0.965,1.016
455,Cabanne,Aveto,,Po,IT,50,,,False,4267500,2377500,small LDD uparea,,,,
456,Ca' de' Caroli,Tresinaro,,Po,IT,200,,,False,4372500,2387500,Low quality data small LDD uparea,,,,
457,Ampermoching,Amper,Isar,Danube,DE,2225,,211212.0,True,4427500,2797500,,0.801,0.817,1.075,0.982
458,Augsburg Oberhausen,Wertach,Lech,Danube,DE,1275,,212012.0,True,4382500,2802500,,0.648,0.802,1.291,1.003
459,Bad Kissingen,Franconian Saale,Main,Rhine,DE,1575,,8611.0,False,4327500,3017500,close to 490,0.785,0.901,1.088,0.831
460,Beilngries oberh. der Sulz,Altmuhl,Altmuhl,Danube,DE,2200,,211811.0,False,4427500,2877500,outlier? close to 465,0.809,0.84,0.896,1.013
461,Burghausen,Salzach,Inn,Danube,DE,6650,,202111.0,True,4527500,2782500,,0.885,0.89,0.994,1.035
462,Chamerau,Regen,Regen,Danube,DE,1350,,211411.0,True,4527500,2897500,,0.77,0.777,1.027,1.051
