ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD5k,LisfloodX5k,LisfloodY5k,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,HasOpWL,HasOpD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude5k,CAL_TYPE5k,Notes5k,EC_calib5k,Notes,QC,EC_issue,EC_calib,send_to_partners,first_valid_date_24H,last_valid_date_24H,data_count_24H,first_valid_date_6H,last_valid_date_6H,data_count_6H,HRES_cal_step_24,HRES_cal_step_6,first_valid_date_calib,last_valid_date_calib,data_count_calib,CAL_TYPE,Spinup_days,Min_calib_days,Cal_head,Cal_single,Cal_area,CalRes,CalLakes,DP_comment,calc_start_date,calc_end_date,calc_steps,KGE,KGE_r,KGE_B,KGE_y,NS,NSLOG,MAE,RMSE,CORR,BIAS,PC_BIAS,PC_BIAS2,APB,APB2,RSR,VR
40,2730010,Koeln,1004,DE,6.963322,50.936914,34.97,144231.54,Rhine,Rhine,Rhine,-,144150,4107500.0,3092500.0,144452.7,6.95833,50.94167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Few outliers removed with qc close to 58 and 62,2,close to 58 and 62,3,,1,1,01/01/1991,31/12/2021,10237.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,3329.252864,1.0,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.9324797188167059,0.933545157083079,1.0117991300738143,0.9981231000400493,0.8651387162058891,0.8424926947895836,260.4281135776604,361.2413689843162,0.933545157083079,22.811392348114357,1.1799130073814363,1.1799130073814388,13.470572686173242,1.1799130073814388,0.36723464405487644,0.9981231000400493
41,27100700,Oberwinter,1004,DE,7.215007,50.601027,47.13,140738,Rhine,Rhine,Rhine,-,140625,4122500.0,3057500.0,140959.6,7.20833,50.60833,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,25800600,Kalkofen (Neu),1004,DE,7.889898,50.317832,86.39,5304,Lahn,Rhine,Rhine,-,5275,4172500.0,3027500.0,5278.3,7.89167,50.325,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10243.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,1718.455168,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.8975228874609168,0.9346683423509978,0.9334943584495873,0.9574519948158611,0.8681085776394616,0.7820733667394704,8.858671710329117,14.588956299915772,0.9346683423509978,-2.4841825653454968,-6.650564155041261,-6.650564155041274,23.7161170679898,6.650564155041274,0.36316858669292723,0.9574519948158611
43,24300600,Wuerzburg,1004,DE,9.926005,49.796189,164.55,14031,Main,Rhine,Rhine,C340,14125,4317500.0,2967500.0,14111.8,9.925,49.79167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Outliers  zeros removed with qc  small oscillations  close to 39 and 59 ,2,close to 39 and 59 excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10232.0,01/07/2013 00:00,31/12/2021 18:00,12233.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
44,26500150,Ruwer,1004,DE,6.70427,49.783015,121,23883,Moselle,Rhine,Rhine,-,23975,4082500.0,2967500.0,23885.2,6.69167,49.775,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,23900200,Worms,1004,DE,8.377548,49.631858,84.16,68936,Rhine,Rhine,Rhine,C204,68950,4202500.0,2947500.0,68989.6,8.375,49.625,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10245.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,2732.46848,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.9228025694267314,0.9272852118029274,1.0215269055134466,1.014442825332484,0.8455532097865528,0.8358818838718995,165.87918117548364,224.28748691099847,0.9272852118029274,28.10219249990704,2.152690551344659,2.1526905513446706,12.706714822426584,2.1526905513446706,0.39299718855667143,0.985557174667516
46,2790020,Emmerich,1004,DE,6.245604,51.829213,8,159555,Rhine,Rhine,Rhine,-,159550,4057500.0,3197500.0,159367.2,6.25833,51.825,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Close to 153,2,close to 153  excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10245.0,01/07/2013 00:00,31/12/2021 18:00,12234.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
47,2770010,Ruhrort,1004,DE,6.727942,51.455309,16.09,153176,Rhine,Rhine,Rhine,-,152875,4092500.0,3157500.0,153711.1,6.725,51.45833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10239.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,1639.959424,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.9330063394826964,0.9346191437152068,1.0145423680412244,1.00141905346218,0.8660861408177389,0.8442493639142321,269.42933703825213,378.4189288446645,0.9346191437152068,29.374084703375814,1.4542368041224307,1.4542368041224352,13.338766534785037,1.4542368041224352,0.3659424260485002,0.9985809465378199
48,2790010,Rees,1004,DE,6.395703,51.756915,8.73,159683,Rhine,Rhine,Rhine,-,159400,4067500.0,3192500.0,159320.3,6.39167,51.75833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Close to 153,2,close to 153  excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10243.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
49,25100100,Mainz,1004,DE,8.275352,50.003966,80.4,98206,Rhine,Rhine,Rhine,C333,98300,4197500.0,2987500.0,98470.5,8.275,50.00833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,10879.0,15/08/2012 06:00,31/12/2021 18:00,13312.0,True,True,15/08/2012 06:00,31/12/2021 18:00,3328.0,6.0,1095.0,1460.0,0.0,,2352.115968,,,recommended,2012-08-15 06:00:00,2021-12-31 18:00:00,13312.0,0.9297842645861532,0.9321211303329365,1.0015555344310545,1.017896616022672,0.8612058054656271,0.8425029075306649,190.2882708826598,260.3814722366353,0.9321211303329365,2.4637045172024257,0.15555344310542818,0.1555534431054398,12.014426044884486,0.1555534431054398,0.37255092877937135,0.9821033839773281
50,25900700,Koblenz,1004,DE,7.60477,50.358608,57.67,109806,Rhine,Rhine,Rhine,-,109850,4147500.0,3027500.0,109987.4,7.59167,50.34167,False,False,True,True,1,0,1,0,1,1,0,1,1,0,HIST_24h,-,3,,2,,1,1,03/01/1990,01/01/2001,3975.0,,,,True,False,03/01/1990 00:00,01/01/2001 00:00,3975.0,24.0,1095.0,1460.0,0.0,,995.60128,,,recommended,1991-01-03 00:00:00,2001-01-01 00:00:00,3614.0,0.8753963031765052,0.9320755737287394,1.0858032748973536,0.9404168514201316,0.8241671415125076,0.8012045071083103,245.25492958130255,325.4746190042948,0.9320755737287394,148.63756169468,8.58032748973536,8.580327489735353,14.157710812036798,8.580327489735353,0.4193242879770895,0.9404168514201316
51,26400220,St.Arnual,1004,DE,7.022796,49.214863,183.25,3945,Saar,Rhine,Rhine,-,3900,4102500.0,2902500.0,3899.6,7.025,49.20833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,HIST_6h,Limited data period,1,,3,,1,1,02/08/1993,31/12/2021,9293.0,31/03/2008 00:00,31/12/2021 18:00,12232.0,True,True,31/03/2008 00:00,31/12/2021 18:00,3058.0,6.0,1095.0,1460.0,0.0,,2149.955072,,,recommended,2008-03-31 00:00:00,2021-12-31 18:00:00,12232.0,0.8804339056724632,0.8862914509881578,1.025433325679403,0.9731753333804811,0.7725565078280666,0.6276236518308944,11.118639660799776,20.350509982946736,0.8862914509881578,0.9480986126939183,2.5433325679403413,2.543332567940314,29.826431535592157,2.543332567940314,0.47691036073032966,0.9731753333804811
52,23300900,Kehl-Kronenhof,1004,DE,7.806693,48.563364,133,39330,Rhine,Rhine,Rhine,-,39525,4157500.0,2832500.0,42841.3,7.80833,48.55833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Large Oscillations   change in low flow,0,wrond LDD but can be rep point,3,no_calib,0,0,01/01/1991,31/12/2021,10235.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,25800500,Diez Hafen,1004,DE,8.004968,50.371941,101.26,4907,Lahn,Rhine,Rhine,-,4900,4182500.0,3032500.0,4864.0,8.00833,50.39167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,close to 42,2,excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,7828.0,01/07/2013 00:00,31/12/2021 18:00,11721.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
54,2770040,Wesel,1004,DE,6.606833,51.646106,11.2,154528,Rhine,Rhine,Rhine,-,154150,4087500.0,3172500.0,154180.9,6.59167,51.625,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Limited data period,1,excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10233.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
55,25300200,Bingen,1004,DE,7.899702,49.970312,76.18,99090,Rhine,Rhine,Rhine,-,99225,4172500.0,2987500.0,99293.3,7.90833,49.975,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,25100300,Oestrich,1004,DE,8.030081,50.002836,77.56,98600,Rhine,Rhine,Rhine,-,98675,4182500.0,2987500.0,98811.3,8.04167,50.00833,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,27100400,Andernach,1004,DE,7.392084,50.443357,51.47,139549,Rhine,Rhine,Rhine,-,139600,4132500.0,3042500.0,139767.8,7.39167,50.44167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Few outliers removed with qc close to 62,2,close to 62 excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10235.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
58,2750010,Düsseldorf,1004,DE,6.769909,51.225463,24.48,147680.43,Rhine,Rhine,Rhine,C203,147750,4092500.0,3127500.0,147920.9,6.75833,51.225,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10237.0,01/07/2013 00:00,31/12/2021 18:00,12233.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3058.25,6.0,1095.0,1460.0,0.0,,3468.195328,1.0,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12233.0,0.9280625211219429,0.9301808109775527,1.0172473561829463,0.998323570378076,0.8568077541764179,0.838634607929708,266.0698155253589,377.2371977649066,0.9301808109775527,33.689745966573426,1.7247356182946227,1.7247356182946245,13.621357912433714,1.7247356182946245,0.3784075129058399,0.998323570378076
59,24500100,Steinbach,1004,DE,9.60371,50.009961,146.33,17914.2,Main,Rhine,Rhine,-,17925,4297500.0,2992500.0,17932.0,9.60833,50.00833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10241.0,01/07/2013 00:00,31/12/2021 18:00,12232.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3058.0,6.0,1095.0,1460.0,0.0,,3086.222848,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12232.0,0.7611925062415885,0.8546232988047522,1.1415624775269375,1.1259154429813782,0.4927438872820674,0.45722954674230154,33.844006474643415,50.294028961723136,0.8546232988047522,16.126468786642782,14.156247752693773,14.156247752693744,29.70917855219832,14.156247752693744,0.7122191465538777,0.8740845570186218
60,26400550,Fremersdorf,1004,DE,6.648444,49.408914,165.5,6983,Saar,Rhine,Rhine,C214,7025,4077500.0,2932500.0,6975.8,6.64167,49.40833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10240.0,01/07/2013 00:00,31/12/2021 18:00,12237.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.25,6.0,1095.0,1460.0,0.0,,3076.218624,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12237.0,0.8485364013363386,0.8986802349349186,1.0959544960279495,0.9411080513200182,0.783410937262468,0.7013831420775094,19.6370539336693,35.20482096482959,0.8986802349349186,6.1443687009143035,9.595449602795037,9.595449602794949,30.6665127924131,9.595449602794949,0.46539130066808276,0.9411080513200182
61,23800620,Gundelsheim UP,1004,DE,9.153664,49.281374,136.63,12332,Neckar,Rhine,Rhine,-,12475,4257500.0,2907500.0,12329.2,9.15833,49.275,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2710080,Bonn,1004,DE,7.10807,50.736364,42.66,140901,Rhine,Rhine,Rhine,-,140775,4117500.0,3072500.0,141123.4,7.10833,50.74167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,10850.0,15/08/2012 06:00,31/12/2021 18:00,13128.0,True,True,15/08/2012 06:00,31/12/2021 18:00,3282.0,6.0,1095.0,1460.0,0.0,,2585.471744,,,recommended,2012-08-15 06:00:00,2021-12-31 18:00:00,13128.0,0.9300792770932328,0.9324392200008206,1.0162887249924333,0.9923106608978226,0.8626621406542615,0.8397561292226469,269.7938003033266,370.0449733540153,0.9324392200008206,31.567477000078373,1.6288724992433323,1.6288724992433388,13.921280493190643,1.6288724992433388,0.37059122945064155,0.9923106608978226
63,23700600,Speyer,1004,DE,8.44876,49.323786,88.51,53131,Rhine,Rhine,Rhine,C334,53250,4212500.0,2917500.0,53580.3,8.45833,49.325,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10240.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,3040.817664,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.9264279974065265,0.9304216963517526,1.0208828553173765,0.9883550190708669,0.8572001970676475,0.8380134125221508,144.6102933738883,192.29902260375346,0.9304216963517526,24.46118764803257,2.0882855317376436,2.0882855317376654,12.345581405869131,2.0882855317376654,0.3778886118055855,0.9883550190708669
64,23800760,Heidelberg UP,1004,DE,8.717778,49.414661,103.26,13783,Neckar,Rhine,Rhine,-,13900,4227500.0,2922500.0,13778.1,8.70833,49.40833,False,False,True,False,1,0,1,0,1,1,1,1,1,0,HIST_24h,Almost same location as 932  wrong hydrometric zero,0,Problems to rating curve  not consistent with nearby 932,0,,0,0,02/11/1999,31/12/2010,2112.0,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,23900600,Nierstein-Oppenheim,1004,DE,8.35244,49.864958,80.19,70387,Rhine,Rhine,Rhine,-,70500,4202500.0,2972500.0,70563.6,8.35833,49.85833,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,23700700,Mannheim,1004,DE,8.45413,49.48476,85.16,54017,Rhine,Rhine,Rhine,-,54175,4207500.0,2927500.0,54262.8,8.45833,49.475,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,23300320,Breisach,1004,DE,7.572627,48.043177,191.85,37575,Rhine,Rhine,Rhine,-,37575,4142500.0,2777500.0,37608.1,7.575,48.04167,False,False,True,True,1,0,1,0,1,1,1,1,1,0,HIST_24h,-,3,,2,,1,1,01/01/1991,01/01/2020,9611.0,01/07/2013 00:00,01/01/2020 00:00,9501.0,True,True,01/07/2013 00:00,01/01/2020 00:00,2375.25,6.0,1095.0,1460.0,0.0,,1750.870528,,,recommended,2013-07-01 00:00:00,2020-01-01 00:00:00,9501.0,0.7855337693832318,0.8824986049237242,0.9496509255462195,1.1722038238011614,0.7040495622403343,0.38619088889187436,160.82752582414196,204.12339812571523,0.8824986049237242,-55.06665362379213,-5.034907445378032,-5.03490744537805,14.704937632960565,5.03490744537805,0.5440132698378476,0.8277961761988386
68,23300130,Rheinweiler,1004,DE,7.529335,47.711025,217.24,36649,Rhine,Rhine,Rhine,-,36650,4137500.0,2737500.0,36937.9,7.525,47.70833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Extremely low discharge possibly wrong location or wrong rating curve,0,this station is most likely on a regulated channel  not the main river  much lowr discharge compared to upstream station  excluded by DP,0,exclude,0,1,01/01/1991,31/12/2021,9618.0,01/01/2015 00:00,31/12/2021 18:00,10031.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
69,566100,Erlln,1007,DE,12.813374,51.155168,133.03,2983,Freiberger Mulde,Elbe,Elbe,-,5375,4517500.0,3117500.0,2995.6,12.80833,51.15833,False,False,True,False,0,0,0,0,0,1,1,1,1,0,HIST_24h,Moved on Elbe main stream  close to 82,2,excluded by DP,2,DP,0,1,01/01/1991,04/01/2013,7527.0,20/04/2009 18:00,04/01/2013 00:00,3678.0,True,False,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
71,567470,Kriebstein UP,1007,DE,13.02157,51.055167,182.84,1757,Zschopau,Elbe,Elbe,-,1800,4532500.0,3112500.0,1766.7,13.025,51.05833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,Dam,3,keeping this because downstream of reservoir,3,,1,1,01/01/1991,31/12/2021,9673.0,20/04/2009 18:00,31/12/2021 18:00,16584.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4146.0,6.0,1095.0,1460.0,0.0,,199.721472,1.0,,,2009-04-20 18:00:00,2021-12-31 18:00:00,16584.0,0.8278290083430287,0.8327260389604586,0.9736915385740614,1.0311470252782953,0.663546594602671,0.625500874831306,7.337821562236957,12.324885107444914,0.8327260389604586,-0.49592259559766355,-2.630846142593862,-2.630846142593858,38.92679971314482,2.630846142593858,0.5800460373085272,0.9688529747217047
73,562070,Zwickau-Poelbitz,1007,DE,12.493595,50.740921,255.21,1030,Zwickauer Mulde,Elbe,Elbe,-,1025,4497500.0,3072500.0,1034.0,12.49167,50.74167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,9677.0,20/04/2009 18:00,31/12/2021 18:00,16543.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4135.75,6.0,1095.0,1460.0,1.0,0.0,1033.99072,1.0,,,2009-04-20 18:00:00,2021-12-31 18:00:00,16543.0,0.7798274847135034,0.8239743565049351,0.9323688134402526,1.1136526811133445,0.6288151783352138,0.3861660430080416,5.18155677960184,8.157380205520614,0.8239743565049351,-0.8644159839654201,-6.763118655974721,-6.76311865597474,40.540068639590956,6.76311865597474,0.609249392010188,0.8863473188866555
74,562090,Wolkenburg,1007,DE,12.671394,50.901464,207.78,1416.38,Zwickauer Mulde,Elbe,Elbe,-,1400,4507500.0,3087500.0,1445.7,12.675,50.90833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Outliers  zeros  negative values removed with qc close to 73,2,close to 73,3,,1,1,02/07/1993,31/12/2021,6943.0,20/04/2009 18:00,31/12/2021 18:00,16300.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4075.0,6.0,1095.0,1460.0,0.0,,411.711136,,,,2009-04-20 18:00:00,2021-12-31 18:00:00,16300.0,0.6583964466720238,0.8155138005724966,0.9346926396414699,1.2799871042567783,0.5149916423881704,0.30200685588741216,5.995690041698549,9.689070280299987,0.8155138005724966,-0.9838649624812963,-6.530736035852978,-6.530736035853015,39.79841798245791,6.530736035853015,0.6964254142489582,0.7200128957432217
75,562115,Wechselburg 1,1007,DE,12.772535,51.006848,159.72,2107,Zwickauer Mulde,Elbe,Elbe,-,2125,4517500.0,3102500.0,2094.7,12.775,51.00833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,close to 80,2,close to 80,3,,1,1,01/01/1991,31/12/2021,9680.0,20/04/2009 18:00,31/12/2021 18:00,16576.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4144.0,6.0,1095.0,1460.0,0.0,,648.96864,,,,2009-04-20 18:00:00,2021-12-31 18:00:00,16576.0,0.6517142666395739,0.8534481914529036,0.8792330052803997,1.2919603611115404,0.634055921048337,0.16173272825134588,8.921485980667882,13.902939797624871,0.8534481914529036,-2.7693377486539386,-12.076699471960058,-12.076699471960026,38.905368290379094,12.076699471960026,0.6049331194038425,0.7080396388884596
76,501110,Riesa,1007,DE,13.293276,51.31149,88.03,54485,Elbe,Elbe,Elbe,-,54450,4552500.0,3137500.0,54448.5,13.29167,51.30833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Few outliers on 2013 flood  zeros  close to 78,2,close to 78,3,,1,1,02/11/2004,31/12/2021,5729.0,20/04/2009 18:00,31/12/2021 18:00,16667.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4166.75,6.0,1095.0,1460.0,0.0,,1381.719936,1.0,,,2009-04-20 18:00:00,2021-12-31 18:00:00,16667.0,0.6817352017226055,0.7380597158737704,1.1636567268925868,1.0767870113836056,0.23029336680107593,0.23872312021778486,115.74552185798412,180.04149764824322,0.7380597158737704,45.54881977967258,16.36567268925866,16.365672689258677,41.58731960867513,16.365672689258677,0.8773292615654229,0.9232129886163944
77,501160,Muehlberg,1004,DE,13.190925,51.437427,81.68,55030,Elbe,Elbe,Elbe,-,55075,4542500.0,3152500.0,54954.8,13.19167,51.44167,False,False,True,False,1,0,1,0,1,1,0,1,1,0,HIST_24h,Extremely low discharge conpared to catchment size  Possibly wrong location or wrong data,0,Extremely low discharge conpared to catchment size  Possibly wrong location or wrong data,0,DP,0,1,03/01/1990,01/01/2011,7583.0,,,,True,False,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
78,501261,Torgau,1007,DE,13.01012,51.553713,75.18,55211,Elbe,Elbe,Elbe,C163,55150,4532500.0,3157500.0,55482.8,13.00833,51.55833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10726.0,20/04/2009 18:00,31/12/2021 18:00,16658.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4164.5,6.0,1095.0,1460.0,0.0,,827.20928,,,recommended,2009-04-20 18:00:00,2021-12-31 18:00:00,16658.0,0.7150121597000829,0.7620303306527656,1.1544396915069546,1.0271456677356754,0.3648299802783851,0.22762272542615858,115.936172977802,183.77843327665676,0.7620303306527656,43.93323853541441,15.443969150695368,15.44396915069547,40.755353773329,15.44396915069547,0.7969755452469147,0.9728543322643246
79,567451,Lichtenwalde 1,1007,DE,13.020015,50.886191,251.91,1575,Zschopau,Elbe,Elbe,-,1600,4532500.0,3092500.0,1567.0,13.025,50.89167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,9678.0,20/04/2009 18:00,31/12/2021 18:00,16560.0,True,True,20/04/2009 18:00,31/12/2021 18:00,4140.0,6.0,1095.0,1460.0,1.0,0.0,1566.955392,1.0,,,2009-04-20 18:00:00,2021-12-31 18:00:00,16560.0,0.8144308501199606,0.8317883667029173,0.9583507640678801,1.0663784374401728,0.654249932424389,0.6323448206448224,7.104739547773103,12.016200331676233,0.8317883667029173,-0.7794914060822559,-4.164923593211972,-4.164923593211985,37.96154407252531,4.164923593211985,0.5880051594804349,0.9336215625598272
